ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Comment
447,Koya-dry-2,poɖi,dry-G,false,expert,BurrowEmeneau1961[DED4537],,,,"Identical to Telegu: poɖi, "
448,Telugu-dry-2,poɖi,dry-G,false,expert,BurrowEmeneau1961[DED4537],,,,"B&E form Telugu: p(r)oyi ""oven, stone, hearth"", "
449,Betta_Kurumba-dry-1,ajngənu ipədə,dry-H,false,expert,,,,,", Jordan"
450,Kolami-dry-1,a:tiɾ,dry-I,false,expert,,,,,"apparent singleton. No entry in DED, Kolipakam"
451,Badga-ear-1,kiʋi,ear-A,false,expert,,,,,"High quality look alike to set : 1977(pg.179) but not in DED list., Kolipakam"
452,Betta_Kurumba-ear-1,kiʋija,ear-A,false,expert,,,,,"High quality look alike to set : 1977, Kolipakam"
453,Brahui-ear-1,xaf,ear-A,false,expert,BurrowEmeneau1961[179],,,,"DED1977, "
454,Gondi-ear-1,keʋu,ear-A,false,expert,BurrowEmeneau1961[179],,,,"DED1977, "
455,Kannada-ear-1,kiʋi,ear-A,false,expert,Andronov1964;BurrowEmeneau1961[179],,,,"; set - 1977, "
456,Kodava-ear-1,kemi,ear-A,false,expert,BurrowEmeneau1961[179],,,,"set : 1977, "
457,Kolami-ear-1,keʋ,ear-A,false,expert,BurrowEmeneau1961[179],,,,"DED1977, "
458,Kota-ear-1,keʋə,ear-A,false,expert,BurrowEmeneau1961[179],,,,"DED1977, "
459,Koya-ear-1,keʋ,ear-A,false,expert,,,,,"High quality look alike to set : 1977(pg.179) but not in DED list., Kolipakam"
460,Koya-ear-2,keʋk,ear-A,false,expert,,,,,"High quality look alike to set : 1977(pg.179) but not in DED list., Kolipakam"
461,Kurukh-ear-1,kʰebda,ear-A,false,expert,BurrowEmeneau1961[179],,,,"DED1977, "
462,Kuwi-ear-1,kiɾiju,ear-A,false,expert,BurrowEmeneau1961[179],,,,"DED1977, "
463,Malayalam-ear-1,tʃeʋi,ear-A,false,expert,BurrowEmeneau1961[179],,,,"set - 1977, "
464,Ollari_Gadba-ear-1,kekal,ear-A,false,expert,BurrowEmeneau1961[179],,,,"DED1977, "
465,Parji-ear-1,kekol,ear-A,false,expert,BurrowEmeneau1961[179],,,,"set : 1977, "
466,Telugu-ear-1,tʃeʋi,ear-A,false,expert,Andronov1964;BurrowEmeneau1961[179],,,,"; set : 1977, "
467,Toda-ear-1,kili,ear-A,false,expert,,,,,"High quality look alike to set : 1977(pg.179) but not in DED list., Kolipakam"
468,Tulu-ear-1,kebi,ear-A,false,expert,BurrowEmeneau1961[179],,,,"set : 1977, "
469,Yeruva-ear-1,kemi,ear-A,false,expert,,,,,"High quality look alike to set : 1977(pg.179) but not in DED list., Kolipakam"
470,Malayalam-ear-2,kātu,ear-B,false,expert,Andronov1964,,,,", "
471,Tamil-ear-1,ka:də,ear-B,false,expert,Andronov1964,,,,", "
472,Malto-ear-1,daɾti:,ear-C,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
473,Gondi-earth-1,mannə,earth-A,false,expert,BurrowEmeneau1961[413],,,,"DED4666, "
474,Kannada-earth-1,maɳɳu,earth-A,false,expert,,,,,", "
475,Kodava-earth-1,mannə,earth-A,false,expert,BurrowEmeneau1961[DED4666],,,,"B&E form: maṇṇï, "
476,Malayalam-earth-1,mannə,earth-A,false,expert,Andronov1964,,,,", "
477,Tamil-earth-1,mannə,earth-A,false,expert,Andronov1964,,,,", "
478,Telugu-earth-1,mannu,earth-A,false,expert,Andronov1964,,,,", "
479,Tulu-earth-1,mannə,earth-A,false,expert,BurrowEmeneau1961[DED4666],,,,", "
480,Ollari_Gadba-earth-1,tukud,earth-B,false,expert,BurrowEmeneau1961[287],,,,"DED3283, "
481,Parji-earth-1,tūk,earth-B,false,expert,Andronov1964;BurrowEmeneau1961[DED3283],,,,"; , "
482,Kurukh-earth-1,kʰekʰel,earth-C,false,expert,BurrowEmeneau1961[181],,,,"DED1993, "
483,Toda-earth-1,koɖə,earth-D,false,expert,BurrowEmeneau1961[DED1953],,,,"B&E form is köty- ""to dig (earth with hoe)"" but I'm doubtful about this; there is also a form ""mon""., "
484,Koya-earth-1,maʈʈi,earth-E,false,expert,,,,,"Same as Te. form. cf DED4792, Jordan"
485,Telugu-earth-2,maʈʈi,earth-E,false,expert,BurrowEmeneau1961[DED4792],,,,"B&E form is māsi ""dirt""., "
486,Betta_Kurumba-earth-1,bu:mi,earth-F,false,expert,Buck1949[15],,,,"Sanskrit bhumi- ""earth, land"", "
487,Kolami-earth-1,bʰu:mi,earth-F,false,expert,Buck1949[15],,,,"Sanskrit bhumi- ""earth, land"", "
488,Kota-earth-1,bʰulo:gam,earth-F,false,expert,,,,,"Sanskrit bhumi- ""earth, land"", Kolipakam"
489,Kuwi-earth-1,bʰumi,earth-F,false,expert,Buck1949[15],,,,"Sanskrit bhumi- ""earth, land"", "
490,Malto-earth-1,bʰumi,earth-F,false,expert,Buck1949[15],,,,"Sanskrit bhumi- ""earth, land"", "
491,Kuwi-earth-2,iɾa:,earth-G,false,expert,BurrowEmeneau1961[490],,,,"DED5410, "
492,Brahui-earth-1,ɖaga:ɾ,earth-H,false,expert,,,,,"apparent singleton.no entry in DED, Kolipakam"
493,Badga-eat-1,timbə,eat-A,false,expert,BurrowEmeneau1961[DED3263],,,,"clear cognate: see e.g. Koḍ. tinn- (timb-, tind-) to eat (not a meal), "
494,Betta_Kurumba-eat-1,tinn,eat-A,false,expert,,,,,"clear cognate, Dunn"
495,Kannada-eat-1,tinnu,eat-A,false,expert,BurrowEmeneau1961[DED3263],,,,", "
496,Kodava-eat-1,tinə,eat-A,false,expert,BurrowEmeneau1961[DED3263],,,,", "
497,Kota-eat-1,tin atej,eat-A,false,expert,BurrowEmeneau1961[284],,,,"DED3263, "
498,Koya-eat-1,tinnu,eat-A,false,expert,BurrowEmeneau1961[DED3263],,,,"clear cognate, "
499,Kuwi-eat-1,tinu,eat-A,false,expert,BurrowEmeneau1961[284],,,,"DED3263, "
500,Malayalam-eat-1,tinnuga,eat-A,false,expert,Andronov1964;BurrowEmeneau1961[DED3263],,,,"tinnu-; , "
501,Ollari_Gadba-eat-1,tin,eat-A,false,expert,BurrowEmeneau1961[284],,,,"DED3263, "
502,Parji-eat-1,tin-,eat-A,false,expert,BurrowEmeneau1961[DED3263],,,,"clear cognates with closely related languages, "
503,Telugu-eat-1,tinu,eat-A,false,expert,Andronov1964,,,,", "
504,Yeruva-eat-1,tinno:,eat-A,false,expert,BurrowEmeneau1961[DED3263],,,,"clear cognate, "
505,Tamil-eat-1,sa:pədə,eat-B,false,expert,Andronov1964,,,,", "
506,Tulu-eat-1,uɳa:ɾa,eat-C,false,expert,,,,,"apparent singleton, Dunn"
507,Kurukh-eat-1,mokʰna,eat-D,false,expert,BurrowEmeneau1961[464],,,,"DED5127, "
508,Toda-eat-1,toɾtin,eat-E,false,expert,,,,,"apparent singleton: can't show that this is cognate with DED 3263 To. tïn- (tïḏ-) to eat (including a meal), Dunn"
509,Brahui-eat-1,kuning,eat-F,false,expert,BurrowEmeneau1961[59],,,,"DED600, "
510,Malto-eat-1,dʒa:go:lpah,eat-G,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
511,Malto-eat-2,lapah,eat-G,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
512,Kolami-eat-1,a:ntisatun,eat-J,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
513,Gondi-eat-1,dʒeʋi,eat-K,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
514,Badga-egg-1,moʈʈe,egg-A,false,expert,,,,,"High quality look alike to set - 4939(pg.442) but not in DED list., Kolipakam"
515,Kannada-egg-1,moʈʈe,egg-A,false,expert,Andronov1964,,,,", "
516,Kodava-egg-1,muʈʈe,egg-A,false,expert,BurrowEmeneau1961[442],,,,"Set - 4939, "
517,Kota-egg-1,mooʈə,egg-A,false,expert,BurrowEmeneau1961[442],,,,"DED4939, "
518,Malayalam-egg-1,muʈʈa,egg-A,false,expert,Andronov1964;BurrowEmeneau1961[442],,,,"; Set - 4939, "
519,Tamil-egg-1,muʈʈe,egg-A,false,expert,Andronov1964;BurrowEmeneau1961[442],,,,"; Set - 4939, "
520,Toda-egg-1,muʈʈe,egg-A,false,expert,BurrowEmeneau1961[442],,,,"Set - 4939, "
521,Yeruva-egg-1,muʈʈe,egg-A,false,expert,,,,,"High quality look alike to set - 4939(pg.442) but not in DED list., Kolipakam"
522,Telugu-egg-1,guɖɖu,egg-B,false,expert,Andronov1964;BurrowEmeneau1961[154],,,,"; set - 1680, "
523,Kannada-egg-2,tatti,egg-C,false,expert,BurrowEmeneau1961[299],,,,"set - 3413, "
524,Tulu-egg-1,ketti,egg-C,false,expert,BurrowEmeneau1961[299],,,,"set - 3413, "
525,Koya-egg-1,gaɾbam,egg-D,false,expert,BurrowEmeneau1961,,,,"DED1279; Self identified, Kolipakam"
526,Ollari_Gadba-egg-1,kaɾbə,egg-D,false,expert,BurrowEmeneau1961,,,,"DED1279, "
527,Betta_Kurumba-egg-1,mujɾgi,egg-E,false,expert,,,,,", Kolipakam"
528,Brahui-egg-1,xuahae,egg-F,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
529,Brahui-egg-2,baƐdƐ,egg-G,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
530,Malto-egg-1,ɾaɾapa:ndu,egg-H,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
531,Kurukh-egg-1,bi:,egg-I,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
532,Kolami-egg-1,sanku,egg-J,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
533,Gondi-egg-1,mi:ndʒ,egg-K,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
534,Kuwi-egg-1,tala,egg-L,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
535,Badga-eye-1,kaɳɳə,eye-A,false,expert,,,,,"High quality look alike to set - 1159(pg.109), but not on DED list., Kolipakam"
536,Betta_Kurumba-eye-1,kaɳɳu,eye-A,false,expert,,,,,"High quality look alike to set - 1159, Kolipakam"
537,Brahui-eye-1,xan,eye-A,false,expert,BurrowEmeneau1961[110],,,,"DED1159, "
538,Kannada-eye-1,kaɳɳə,eye-A,false,expert,Andronov1964;BurrowEmeneau1961[109],,,,"; set - 1159, "
539,Kodava-eye-1,kaɳɳə,eye-A,false,expert,BurrowEmeneau1961[109],,,,"set - 1159, "
540,Kolami-eye-1,kan,eye-A,false,expert,BurrowEmeneau1961[110],,,,"DED1159, "
541,Kota-eye-1,kaɳɳə,eye-A,false,expert,BurrowEmeneau1961[110],,,,"DED1159, "
542,Koya-eye-1,koɳɖ,eye-A,false,expert,,,,,"High quality look alike to set - 1159(pg.109), but not on DED list., Kolipakam"
543,Kurukh-eye-1,kʰann,eye-A,false,expert,BurrowEmeneau1961[110],,,,"DED1159, "
544,Kuwi-eye-1,kanu,eye-A,false,expert,BurrowEmeneau1961[110],,,,"DED1159, "
545,Malayalam-eye-1,kaɳɳə,eye-A,false,expert,Andronov1964;BurrowEmeneau1961[109],,,,"; set - 1159, "
546,Malto-eye-1,a:ndu,eye-A,false,expert,BurrowEmeneau1961[109],,,,"Set 1159 Initial ""q"" in the Andronov Malto list corresponds with # (or perhaps glottal stop) in this list., "
547,Ollari_Gadba-eye-1,kaɳul,eye-A,false,expert,BurrowEmeneau1961[110],,,,"DED1159, "
548,Parji-eye-1,kan,eye-A,false,expert,BurrowEmeneau1961[109],,,,"set - 1159, "
549,Tamil-eye-1,kaɳɳə,eye-A,false,expert,Andronov1964;BurrowEmeneau1961[109],,,,"; set - 1159, "
550,Telugu-eye-1,kannu,eye-A,false,expert,Andronov1964;BurrowEmeneau1961[109],,,,"; set - 1159, "
551,Toda-eye-1,kaɳ,eye-A,false,expert,BurrowEmeneau1961[109],,,,"set - 1159, "
552,Tulu-eye-1,kaɳɳu,eye-A,false,expert,BurrowEmeneau1961[109],,,,"set - 1159, "
553,Yeruva-eye-1,kaɳɳə,eye-A,false,expert,,,,,"High quality look alike to set - 1159(pg.109), but not on DED list., Kolipakam"
554,Malayalam-eye-2,ne:tɾam,eye-B,false,expert,Buck1949[225],,,,"from Skt. netra- ""eye"", PIE ni- ""lead"", "
555,Gondi-eye-1,kəɖə,eye-C,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
556,Badga-fat-1,koɭəppə,fat-A,false,expert,,,,,"High quality look alike to set - 2146 (pg.193), but not on DED list., Kolipakam"
557,Gondi-fat-1,koɾondʒ,fat-A,false,expert,BurrowEmeneau1961[193],,,,"DED2146, "
558,Kannada-fat-1,kobbu,fat-A,false,expert,BurrowEmeneau1961[193],,,,"set - 2146, "
559,Kota-fat-1,koɭupu,fat-A,false,expert,BurrowEmeneau1961[193],,,,"DED2146, "
560,Koya-fat-1,kodoʋo:s,fat-A,false,expert,,,,,"High quality look alike to set - 2146 (pg.193), but not on DED list., Kolipakam"
561,Malayalam-fat-1,koɻuppə,fat-A,false,expert,Andronov1964;BurrowEmeneau1961[193],,,,"; set - 2146, "
562,Parji-fat-1,koṛukuḍ,fat-A,false,expert,BurrowEmeneau1961[193],,,,"set - 2146, "
563,Tamil-fat-1,koɻuppə,fat-A,false,expert,Andronov1964;BurrowEmeneau1961[193],,,,"; set - 2146, "
564,Telugu-fat-1,koʋʋu (noun),fat-A,false,expert,Andronov1964;BurrowEmeneau1961[193],,,,"; set - 2146, "
565,Toda-fat-1,koɻəppə,fat-A,false,expert,,,,,"High quality look alike to set - 2146 (pg.193), but not on DED list., Kolipakam"
566,Koya-fat-2,la:ʋ,fat-B,false,expert,,,,,"High quality look alike to set - 291 (pg.27), but not on DED list., Kolipakam"
567,Telugu-fat-2,la:ʋu(adjective),fat-B,false,expert,BurrowEmeneau1961[27],,,,"set - 291, "
568,Kurukh-fat-1,neʈa,fat-C,false,expert,Andronov1964,,,,", "
569,Brahui-fat-1,tʃaɾpi:,fat-D,false,expert,,,,,"high quality look alike. No entry in DED, Kolipakam"
570,Kodava-fat-1,tʃeɾabi,fat-D,false,expert,,,,,"Self-Identified, Kolipakam"
571,Tulu-fat-1,tʃeɾabi,fat-D,false,expert,,,,,"Self-Identified, Kolipakam"
572,Yeruva-fat-1,tʃiɾabi,fat-D,false,expert,,,,,"Self-Identified, Kolipakam"
573,Betta_Kurumba-fat-1,tanniʋi,fat-E,false,expert,,,,,", Kolipakam"
574,Betta_Kurumba-fat-2,teɾija,fat-F,false,expert,,,,,", Kolipakam"
575,Malto-fat-1,nedʒdʒa,fat-G,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
576,Ollari_Gadba-fat-1,me:n,fat-H,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
577,Badga-feather-1,ɾakke,feather-A,false,expert,,,,,"high quality lookalike, Dunn"
578,Kota-feather-1,ɾe:kə,feather-A,false,expert,,,,,"DED2591, Kolipakam"
579,Tamil-feather-1,ɾekke,feather-A,false,expert,Andronov1964,,,,", "
580,Toda-feather-1,iɾakke,feather-A,false,expert,,,,,"high quality lookalike, looks like DED2591 but Toda is not in the list here., Dunn"
581,Malayalam-feather-1,tu:ʋalə,feather-B,false,expert,Andronov1964,,,,", "
582,Kannada-feather-1,gari,feather-C,false,expert,Andronov1964,,,,", "
583,Telugu-feather-1,i:ka,feather-D,false,expert,Andronov1964,,,,", "
584,Kannada-feather-2,tupaʈa,feather-E,false,expert,,,,,"self-identified set, no published evidence, Dunn"
585,Kodava-feather-1,topaʈa,feather-E,false,expert,,,,,"self-identified set, no published evidence, Dunn"
586,Yeruva-feather-1,to:pəʈa:,feather-E,false,expert,,,,,"lookalike to a self-identified set, Dunn"
587,Koya-feather-1,geɾk,feather-F,false,expert,,,,,"lookalike, Dunn"
588,Tulu-feather-1,huʋi,feather-G,false,expert,,,,,"no obvious relationship to anything else in DravLex or the DED, Dunn"
589,Betta_Kurumba-feather-1,tiʋija,feather-H,false,expert,,,,,", Kolipakam"
590,Gondi-feather-1,buɾa,feather-I,false,expert,,,,,"DED4358, Kolipakam"
591,Kolami-feather-1,bull,feather-I,false,expert,,,,,"DED4358, Kolipakam"
592,Brahui-feather-1,paɾɾƐ,feather-J,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
593,Malto-feather-1,paki:,feather-K,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
594,Kurukh-feather-1,pentʃo,feather-L,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
595,Tamil-fire-1,neruppu,fire-A,false,expert,Andronov1964;BurrowEmeneau1961[255],,,,"; set - 2929, "
596,Telugu-fire-1,nippu,fire-A,false,expert,BurrowEmeneau1961[255],,,,"set - 2929, "
597,Betta_Kurumba-fire-1,tissə ~ titʃtʃa,fire-B,false,expert,,,,,"High-quality look alike to set - 3266, Kolipakam"
598,Kota-fire-1,nippu,fire-B,false,expert,BurrowEmeneau1961[255],,,,"DED2929, "
599,Malayalam-fire-1,te:,fire-B,false,expert,Andronov1964;BurrowEmeneau1961[285],,,,"; set - 3266, "
600,Tamil-fire-2,te:,fire-B,false,expert,BurrowEmeneau1961[285],,,,"set - 3266, "
601,Yeruva-fire-1,ti:,fire-B,false,expert,,,,,"High quality look alike to set - 3266 (pg. 285) but not on DED list., Kolipakam"
602,Kannada-fire-1,benki,fire-C,false,expert,Andronov1964;BurrowEmeneau1961[503],,,,"; set - 5517, "
603,Telugu-fire-2,maɳʈa,fire-D,false,expert,BurrowEmeneau1961[414],,,,"Set - 4680, "
604,Badga-fire-1,kitʃtʃə,fire-E,false,expert,BurrowEmeneau1961[140],,,,"Set - 1514, "
605,Kodava-fire-1,titta,fire-E,false,expert,BurrowEmeneau1961[140],,,,"Set - 1514, "
606,Kolami-fire-1,kiss,fire-E,false,expert,BurrowEmeneau1961,,,,"DED1514, "
607,Koya-fire-1,kis,fire-E,false,expert,,,,,"High quality look alike to set - 1514, pg(140) but not in DED list., Kolipakam"
608,Kurukh-fire-1,tʃitʃtʃ,fire-E,false,expert,BurrowEmeneau1961,,,,"DED1514, "
609,Malto-fire-1,tʃitʃadu,fire-E,false,expert,BurrowEmeneau1961[140],,,,"Set 1514, "
610,Parji-fire-1,kic,fire-E,false,expert,Andronov1964;BurrowEmeneau1961[140],,,,"; Set - 1514, "
611,Toda-fire-1,ti:ttə,fire-E,false,expert,BurrowEmeneau1961[140],,,,"Set - 1514, "
612,Malayalam-fire-2,agni,fire-F,false,expert,,,,,"see Skt. agni-, Kolipakam"
613,Telugu-fire-3,aggi,fire-F,false,expert,,,,,"cf. Skt. agni-, Kolipakam"
614,Tulu-fire-1,tuʋu,fire-G,false,expert,,,,,"Self-Identified, Kolipakam"
615,Koya-fire-2,neggaɖ,fire-H,false,expert,,,,,"Self-Identified, Kolipakam"
616,Brahui-fire-1,xa:xaɾ,fire-I,false,expert,BurrowEmeneau1961[137],,,,"DED1458, "
617,Gondi-fire-1,taɖmi,fire-J,false,expert,BurrowEmeneau1961,,,,"DED3115, "
618,Kuwi-fire-1,dankeɾe,fire-K,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
619,Badga-fish-1,mi:nə,fish-A,false,expert,,,,,"High quality look alike of set - 4885 (pg.436), but not on DED list., Kolipakam"
620,Betta_Kurumba-fish-1,mi:nu,fish-A,false,expert,,,,,"high quality look alike to set - 4885, Kolipakam"
621,Gondi-fish-1,mi:n,fish-A,false,expert,BurrowEmeneau1961[436],,,,"DED4885, "
622,Kannada-fish-1,mi:nə,fish-A,false,expert,BurrowEmeneau1961[436],,,,"Set - 4885, "
623,Kodava-fish-1,mi:nə,fish-A,false,expert,Andronov1964;BurrowEmeneau1961[436],,,,"obselete; set - 4885, "
624,Kota-fish-1,mi:nə,fish-A,false,expert,BurrowEmeneau1961[436],,,,"DED4885, "
625,Malayalam-fish-1,mi:n,fish-A,false,expert,BurrowEmeneau1961[436],,,,"Set - 4885, "
626,Malto-fish-1,mi:ndu,fish-A,false,expert,BurrowEmeneau1961,,,,"DED4885, "
627,Ollari_Gadba-fish-1,mi:n,fish-A,false,expert,BurrowEmeneau1961[436],,,,"DED4885, "
628,Tamil-fish-1,mi:nə,fish-A,false,expert,Andronov1964;BurrowEmeneau1961[436],,,,"; set - 4885, "
629,Toda-fish-1,mi:n,fish-A,false,expert,BurrowEmeneau1961[436],,,,"Set - 4885, "
630,Tulu-fish-1,mi:nə,fish-A,false,expert,BurrowEmeneau1961[436],,,,"Set - 4885, "
631,Yeruva-fish-1,mi:nə,fish-A,false,expert,Andronov1964,,,,"obselete; High quality look alike to set - 4885(pg.436) but not on DED list., Kolipakam"
632,Koya-fish-1,ki:ke,fish-B,false,expert,,,,,"High quality look alike of set - 1252, but not on DED list., Kolipakam"
633,Parji-fish-1,key,fish-B,false,expert,BurrowEmeneau1961[116],,,,"set - 1252, "
634,Telugu-fish-1,tʃe:pa,fish-B,false,expert,Andronov1964,,,,", "
635,Kannada-fish-2,matsya,fish-C,false,expert,Andronov1964,,,,"obselete, "
636,Malayalam-fish-2,malsjam,fish-C,false,expert,Andronov1964,,,,", "
637,Brahui-fish-1,matʃtʃi:,fish-D,false,expert,,,,,"Loan from hindi/sanskrit - matʃtʃi/matsya, Kolipakam"
638,Kolami-fish-1,guɖɖi,fish-E,false,expert,,,,,"Not sure if the correct meaning is recorded, Kolipakam"
639,Kurukh-fish-1,indʒo,fish-F,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
640,Badga-fly-1,paɾappə,fly-A,false,expert,BurrowEmeneau1961[DED4020],,,,"Clear cognate, "
641,Betta_Kurumba-fly-1,pa:ɾ ~ pe:ɾ,fly-A,false,expert,BurrowEmeneau1961[DED4020],,,,"clear cognate, "
642,Gondi-fly-1,paɾi,fly-A,false,expert,BurrowEmeneau1961[358],,,,"DED4020, "
643,Kannada-fly-1,ha:ɾu,fly-A,false,expert,Andronov1964,,,,", "
644,Kodava-fly-1,pa:ɾa,fly-A,false,expert,BurrowEmeneau1961[DED4020],,,,", "
645,Kota-fly-1,pa:ɾʋu,fly-A,false,expert,BurrowEmeneau1961[358],,,,"DED4020, "
646,Malayalam-fly-1,paɾakkuga,fly-A,false,expert,Andronov1964;BurrowEmeneau1961[DED4020],,,,"; , "
647,Tamil-fly-1,paɾə,fly-A,false,expert,Andronov1964;BurrowEmeneau1961[DED4020],,,,"; , "
648,Toda-fly-1,po:ɾtʃ,fly-A,false,expert,BurrowEmeneau1961[DED4020],,,,", "
649,Tulu-fly-1,ɾa:paɾa,fly-A,false,expert,BurrowEmeneau1961[DED4020],,,,"DED4020: ""rāpuni, rāvuni to fly (with aphaeresis)"" - note that other Tulu forms are clearer cognates, although with more distant meanings, e.g. ""pāruni to run, fly, escape""., "
650,Telugu-fly-1,eguɾu,fly-B,false,expert,Andronov1964,,,,", "
651,Koya-fly-1,tulla,fly-C,false,expert,,,,,"Apparent singleton, Dunn"
652,Yeruva-fly-1,mannə,fly-D,false,expert,,,,,"Apparent singleton, Dunn"
653,Kurukh-fly-1,uɖijaɾna,fly-E,false,expert,,,,,", Kolipakam"
654,Malto-fly-1,uɖa:ɾi,fly-E,false,expert,,,,,", Kolipakam"
655,Kolami-fly-1,tulsa:d,fly-F,false,expert,,,,,"Apparent singleton, Kolipakam"
656,Brahui-fly-1,ba:l kanning,fly-G,false,expert,,,,,"apparent singleton, Kolipakam"
657,Kannada-foot-1,aḍi,foot-A,false,expert,Andronov1964,,,,", "
658,Koya-foot-1,aɖugu,foot-A,false,expert,BurrowEmeneau1961[8],,,,"set - 72, "
659,Malayalam-foot-1,aṭi,foot-A,false,expert,BurrowEmeneau1961[8],,,,"set - 72, "
660,Tamil-foot-1,aɖi,foot-A,false,expert,BurrowEmeneau1961[8],,,,"set - 72, "
661,Telugu-foot-1,aɖugu,foot-A,false,expert,BurrowEmeneau1961[8],,,,"set - 72, "
662,Kannada-foot-2,pa:da,foot-B,false,expert,BurrowEmeneau1961,,,,"High quality look alike to set - 3843(pg.344) but not on the DED list., "
663,Kuwi-foot-1,pa:dami,foot-B,false,expert,BurrowEmeneau1961[344],,,,"DED3843, "
664,Malayalam-foot-2,pa:dam,foot-B,false,expert,BurrowEmeneau1961[344],,,,"set - 3843, "
665,Ollari_Gadba-foot-1,pa:dam,foot-B,false,expert,,,,,"High quality look alike to DED3843, Kolipakam"
666,Tamil-foot-2,pa:dam,foot-B,false,expert,BurrowEmeneau1961[344],,,,"set - 3843, "
667,Telugu-foot-2,pa:damu,foot-B,false,expert,Andronov1964;Krishnamurti2003[491],,,,"; ""A learned borrowing from Sanskrit"", "
668,Betta_Kurumba-foot-1,ka:lə,foot-C,false,expert,,,,,"High quality look alike to set - 1479, Kolipakam"
669,Gondi-foot-1,ka:l,foot-C,false,expert,BurrowEmeneau1961[138],,,,"DED1479, "
670,Tamil-foot-3,kaalə,foot-C,false,expert,BurrowEmeneau1961[138],,,,"set - 1479, "
671,Toda-foot-1,ko:l,foot-C,false,expert,BurrowEmeneau1961[138],,,,"set - 1479, "
672,Tulu-foot-1,ka:lə,foot-C,false,expert,BurrowEmeneau1961[138],,,,"set - 1479, "
673,Yeruva-foot-1,ka:lə,foot-C,false,expert,,,,,"High quality look alike to set - 1479(pg. 138) but not on DED list., Kolipakam"
674,Kurukh-foot-1,kʰeɖ,foot-D,false,expert,BurrowEmeneau1961[177],,,,"DED1943, "
675,Badga-foot-1,anga:lə,foot-E,false,expert,,,,,"High quality look alike to set - 7 (pg. 3) but not on DED list., Kolipakam"
676,Kodava-foot-1,anga:l,foot-E,false,expert,BurrowEmeneau1961[3],,,,"set - 7, "
677,Brahui-foot-1,nat,foot-F,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
678,Malto-foot-1,ɾaɖadu,foot-G,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
679,Kolami-foot-1,dʒeʈʈa,foot-H,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
680,Kota-foot-1,tapaɖ,foot-I,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
681,Toda-full-1,so:kkaije,full-A,false,expert,,,,,", Jordan"
682,Badga-full-1,tʰumbe,full-B,false,expert,,,,,"Lookalike to Kod: dumba, Jordan"
683,Kannada-full-1,tumbidu,full-B,false,expert,BurrowEmeneau1961[DED3331],,,,"B&E form: tumbisu, "
684,Kodava-full-1,dumba,full-B,false,expert,BurrowEmeneau1961[DED3331],,,,", "
685,Yeruva-full-1,dumba,full-B,false,expert,,,,,"Identical to Kod: dumba, Jordan"
686,Gondi-full-1,niɳɖ,full-C,false,expert,BurrowEmeneau1961[326],,,,"DED3682, "
687,Kolami-full-1,ninɖu,full-C,false,expert,BurrowEmeneau1961[326],,,,"DED3682, "
688,Koya-full-1,ninɖa:,full-C,false,expert,,,,,"Lookalike with Te: ninɖa:, Jordan"
689,Kurukh-full-1,nindka,full-C,false,expert,BurrowEmeneau1961[326],,,,"DED3682, "
690,Malayalam-full-1,niɾaɲa,full-C,false,expert,BurrowEmeneau1961[DED3682],,,,"B&E form: niṟa (check if this is a stem), "
691,Malto-full-1,nindpa:,full-C,false,expert,BurrowEmeneau1961,,,,"DED3682, "
692,Tamil-full-1,niṟainta,full-C,false,expert,Andronov1964,,,,"was cognate class A originally, "
693,Telugu-full-1,ninɖu,full-C,false,expert,BurrowEmeneau1961[DED3682],,,,"B&E form: niṇḍu Was originally Andronov class A, "
694,Tamil-full-2,muɭu,full-D,false,expert,,,,,"Self-identified, Jordan"
695,Tulu-full-1,dindʒidunɖu,full-E,false,expert,,,,,"no apparent cognates, Dunn"
